id	local_status	verification_scope	evidence	live_acceptance_status
PCR-TAILSCALE-001	verifiziert		"[{""report"": ""implementation/tailscale-exposure.md"", ""summary"": ""Original provider tests cover implicit/explicit80,8080, unauthorized host and service mismatch; builds/typechecks pass.""}]"	not evaluated in AP01; source for AP04
PCR-TAILSCALE-002	verifiziert		"[{""report"": ""implementation/tailscale-exposure.md"", ""summary"": ""Explicit Kubernetes protocol-prefix probes with native kubectl and actual controller Go race suite pass, independently repeated. Same-spec owner/generation status and canceled/chained takeover cleanup corrected. No live Tailnet or seven-day handoff proof.""}]"	not evaluated in AP01; source for AP04
IFR-08-001	verifiziert		"[""implementation/registry-clients.md"", ""implementation/registry-client-scope.json"", {""report"": ""implementation/pr6-registry-target.md"", ""summary"": ""Originale Workspace-Suite61/61, Ziel-/Runner20/20, HTTPS-/Provider3/3 und Matrix20/20 ohne Skips. Native Fixture wählt explizites Image und verwendet ursprüngliche begrenzte Manifestprüfung; kein tatsächlicher BuildKit-/CRI-/Pod-Lauf. Strikte native Testtypen behalten sechs bereits vorher vorhandene Fehler.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Expliziter gemeinsamer Registry-/CA-/Authvertrag einschließlich E2E-Seedbindung implementiert; Original-Helm-/HTTPS-/Provider-/Workspaceprüfungen vorhanden.""}]"	not evaluated in AP01; source for AP04
IFR-08-002	verifiziert		"[""implementation/registry-clients.md"", ""implementation/registry-client-scope.json"", {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Persistenz, explizites Disk-Budget und referenzgeschützte Registry-GC fehlen; die Dokumentationskorrektur allein genügt nicht.""}, {""report"": ""implementation/pr6-risk-and-registry.md"", ""summary"": ""Expliziter PVC-Speichervertrag, RWOP/Recreate und konservative manuelle Offline-GC implementiert; Umstieg von flüchtigem Speicher wird vor Apply abgewiesen. Originaler Distribution-3.0.0-Server bestätigt Digest-/Layererhalt nach GC/Neustart und Freigabe von 65536 unreferenzierten Blobbytes. Lokaler Abschluss nach D12; CSI/Kapazität/Podwechsel bleiben spätere Live-Prüfung.""}]"	not evaluated in AP01; source for AP04
IFR-09-001	verifiziert		"[""implementation/registry-clients.md"", ""implementation/registry-client-scope.json"", {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Mirrorvertrag in BuildKit-/Node-Konfigurationsgenerator und Dokumentation umgesetzt und lokal geprüft; tatsächlicher Cachehit/-miss gehört zum Betriebstest.""}]"	not evaluated in AP01; source for AP04
IFR-19-001	verifiziert		"[""docs/review/remediation/implementation/deployment-release-selection.md"", {""report"": ""implementation/resume-84-release-root-review.md"", ""source_commit"": ""56c205ef0b421f40a378dbe94f072f8c5e94aa91"", ""summary"": ""Widerspruch zwischen unveränderlicher Release-Receipt und signiertem Prism-Nachweis behoben: Digestreferenzen akzeptiert, mutable Tags abgewiesen. Unabhängige Rootprüfung7/7 einschließlich echter Helmrender; bestehender Prism-Images-Einstieg und Release-Workflow enthalten die Regression. Kein CI-Lauf.""}, {""report"": ""implementation/pr6-oci-identity.md"", ""summary"": ""Read-only CLI an bestehende Releaseauswahl gebunden; Index-/Manifest-/Config-Rohbytes, Grössen und Plattformwahl geprüft. Zehn lokale Byte-/Protokollfixturetests, Lint und Knip bestanden. Tatsächlicher GHCR-Versuch an Deadline gescheitert; keine native Image-/Pod-/Bundle-Abnahme.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Immutable Releaseauswahl und tatsächliche Deploy-/Helmargumente sind lokal geprüft, ebenso signierte Prism-Digestannahme; OCI-Descriptorinspektor zusätzlich vorhanden. Laufender Pod/aktives Bundle bleibt Live-Nachweis.""}]"	not evaluated in AP01; source for AP04
IFR-19-002	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/role-git.md"", ""summary"": ""Original failure reproduced;16 actual Helm render combinations plus existing role/deployment gates; independent review. No podstart.""}]"	not evaluated in AP01; source for AP04
IFR-22-001	verifiziert		"[""docs/review/remediation/implementation/workflow-trust-split.md"", ""docs/review/remediation/implementation/github-action-pins.md"", ""docs/review/remediation/implementation/version-generator-integration.md"", ""docs/review/evidence/integration-2d1ea1a/manifest.json"", {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""PR- und Publikationsrechte getrennt, externe Actions gepinnt; Original-YAML-/Trust-/Pin-/Versionsprüfungen vorhanden. Effektive GitHub-Tokenrechte werden später in Actions geprüft.""}]"	not evaluated in AP01; source for AP04
IFR-23-001	verifiziert		"[{""report"": ""implementation/release-configuration.md"", ""summary"": ""Five original Git/Helm tests pass independently: exact family chart/value source binding rejects incompatible newer configuration before materialization. Canonical lint and workflow YAML validation pass. No live migration/override compatibility claim.""}]"	not evaluated in AP01; source for AP04
IFR-24-001	verifiziert		"[{""report"": ""implementation/pr6-qdrant-checkpoint.md"", ""raw"": ""../evidence/pr6-qdrant/local-tests.txt"", ""summary"": ""Tailscale/Qdrant Archive gehasht und alle erzeugten Workload-/Hook-Images kontrolliert; Operator/Proxy/Qdrant/Registry-Mirror-Digests zentral gebunden. Kein vollständiger IFR-24-Abschluss.""}, {""report"": ""implementation/pr6-stateful-upgrade-checkpoint.md"", ""raw"": ""../evidence/pr6-stateful-upgrades/pins.txt"", ""implementation_commit"": ""8d47764b7b276c783f312198d6987b9197e593e4"", ""summary"": ""Redis/PostgreSQL Chart-/OCI-/Imagehashes zentral gebunden; echte install/upgrade-Helm-Render und Versionsgenerator bestanden. Tatsächlicher StatefulSet/PVC-/Version-/Redis-AOF-Preflight vor Mutationen; großzügigere PostgreSQL-Budgets. Vollständige Daten-/Storage-/Cutovermigration bleibt offen.""}, {""report"": ""implementation/pr6-stateful-migration-closure.md"", ""raw"": [""../evidence/pr6-postgresql-migration/migration.txt"", ""../evidence/pr6-postgresql-migration/recovery.txt"", ""../evidence/pr6-postgresql-migration/charts.txt"", ""../evidence/pr6-qdrant-migration/native.txt""], ""summary"": ""Echte PostgreSQL17→18-Migration mit Original-LiteLLM-Schema/Crypto und atomarem Fehlerrollback; echte Qdrant1.18.2→1.19.1-Gesamtsnapshotmigration samt kopiertem Speicher, Cluster-Neustart und erhaltenem Altbestand; zehn echte Helm-/Manifestgates. Separate Releases, frische Claims, TLS-/Recovery-/Netzwerkbindungen, Cutover und Rollback vollständig vorbereitet.""}]"	not evaluated in AP01; source for AP04
IFR-24-002	verifiziert		"[{""report"": ""implementation/trivy-freshness.md"", ""summary"": ""Vier echte Native-Trivy-Fälle einschließlich FIFO sowie tatsächlicher Dependencyprovider geprüft. Imageprovider und Remoteabnahme blockiert. Originaler gemeinsamer Typcheck nach Konfigurationskorrektur erneut bestanden.""}, {""report"": ""implementation/wave47-root-review.md"", ""summary"": ""Vier echte gepinnte Trivy-/DB-Regressionsfälle unabhängig bestanden; alte Advisorydaten sperren Erfolg trotz aktuellem Downloadzeitpunkt.""}]"	not evaluated in AP01; source for AP04
PCR-SCAFFOLD-OPS-001	verifiziert		"[{""report"": ""implementation/review-supervisor.md"", ""summary"": ""Five genuine supervisor/status CLI regressions and independent source review pass; native adoption gate fails visibly because actual child procfs cmdline is unavailable. Complete real pipeline start/recovery remains unexecuted.""}, {""report"": ""implementation/run8-supervisor-root-review.md"", ""summary"": ""Originaler Plattformfehler und anschließend tatsächlicher CLI/Core/ArtifactStore-Start unabhängig und Root bestanden; getrennte echte Prozessadoption bleibt offen.""}, {""report"": ""implementation/resume-84-integration-root-review.md"", ""source_commit"": ""da02ba5ae6abe4b11c1addf992df308608eaed1f"", ""candidate_checkpoint"": ""0144df383250a1975d40b04746eac398ee77e747"", ""summary"": ""Weiterer realer Defekt behoben: SIGTERM/SIGINT während Recoverypause startete bisher erneut die Originalpipeline. Originalrot, Fix 8/8 plus 5/5 Operationsfälle unabhängig bestanden und integriert.""}, {""report"": ""implementation/resume-84-supervisor-launch-independent-review.md"", ""source_commit"": ""56c205ef0b421f40a378dbe94f072f8c5e94aa91"", ""summary"": ""Zusätzlich beschädigte Lease-/Heartbeat-Zustände und echten fehlgeschlagenen npm-Start korrigiert; Zustände bleiben erhalten, eigene Lease wird freigegeben. Ursprüngliche Stoppkorrektur bleibt erhalten. Unabhängiger Paketgate18/18, null Skips; alle sechs bisherigen Lintfehler behoben.""}, {""report"": ""implementation/resume-20260912-supervisor-lease.md"", ""summary"": ""Original CLI lease contention reproduces before fix. Existing FileMutex now serializes lease replacement/release; real owner SIGKILL and delayed foreign release checked. Full review-operations entry: 20/20, no skips; scoped canonical lint passes. Native adoption still fails its real procfs prerequisite; finding remains incomplete.""}, {""report"": ""implementation/pr6-supervisor-ownership-io.md"", ""summary"": ""Original CLI rejects an unconfirmed live heartbeat owner; real post-launch heartbeat/resource write failures preserve actual child-exit diagnostic, and combined diagnostic failure preserves both causes. Operations26/26, canonical lint and full Knip pass. Native durable whole-process ownership remains unproved.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Originaler Statusfehler führt sichtbar zum Fehler; Lease-, Identitäts-, Start-, Signal- und I/O-Regressionspaket26/26. Vollständiger Containmentbesitz bleibt separate Restarbeit, kein Nachweis daraus behauptet.""}]"	not evaluated in AP01; source for AP04
IFR-03-001	verifiziert		"[{""report"": ""implementation/pr6-api-network-contract.md"", ""raw"": ""../evidence/pr6-qdrant/local-tests.txt"", ""summary"": ""Bestehende explizite Cilium-kube-apiserver-Regeln für Nova/Buster-Clients, Controller und Ops-MCP gegen vollständige ausgelieferte Manifeste bestätigt: TCP 443 und 6443, enge Identitätsselektoren. Reales Ops-Helm-Rendering prüft portable/Cilium-Pfade mit entdeckbaren IPs und abweichendem Endpoint-Port. Keine lokale Kubernetes-HTTP-Attrappe als Live-Nachweis.""}]"	not evaluated in AP01; source for AP04
IFR-03-002	verifiziert		"[{""report"": ""implementation/pr6-private-access.md"", ""raw"": ""../evidence/pr6-infrastructure/access-native.txt"", ""summary"": ""Archviewer-NodePort und World-to-3456-Freigabe entfernt. Dedizierter ClusterIP-Service, spezifische Tailnet-Proxy-Regel und verpflichtende Dokumentanmeldung implementiert. Originales nginx bestätigt Zugriffsschutz, fehlende Auth-Datei, deaktiviertes Directory Listing und Health-Pfad; echtes Helm bestätigt Secret-Verdrahtung und Abweisung alter NodePort-Overlays.""}]"	not evaluated in AP01; source for AP04
IFR-07-001	verifiziert		"[{""report"": ""implementation/rollout-health.md"", ""summary"": ""Actual Helm/config sensitivity passes; LiteLLM endpoints traced through digest-verified OCI metadata to exact original source1.101.0. Real Envoy peer rejection, LiteLLM process/DB-fault transitions and Prism cross-node active-write upgrade remain unexecuted. No deployment.""}, {""report"": ""implementation/run7-envoy-root-review.md"", ""summary"": ""Originale Helm-/Checksum-/Konfigurationssensitivität und sechs vollständige Envoy-Konfigurationen erneut geprüft. Tatsächliches Release-Update, Pod-/Envoy-Rollout und Ablehnung der zuvor erlaubten Peer-ID bleiben offen; native TLS-Selbstprobe ersetzt diese ursprünglichen Gates nicht. Kein Deployment.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Originale Config-/PodTemplate-Checksummen und selektive Rolloutbindung lokal mit echten Helmrendern geprüft; vorhandene native Envoy-Teilprüfung ergänzt dies.""}]"	not evaluated in AP01; source for AP04
IFR-17-001	verifiziert	Lokale Originalregressionen und unabhängige Codegegenprüfung; keine Deployment-/Gesamt-E2E-Freigabe.	"[{""report"": ""implementation/verification-secret-rbac.md"", ""summary"": ""Original cluster Secret grant reproduced; actual Helm default/custom/off/invalid namespace matrix and existing gates; independent review. Live403 not tested.""}]"	not evaluated in AP01; source for AP04
IFR-18-001	verifiziert	Echter isolierter API-Server mit originalen gerenderten Policies und tatsächlicher alternativer Controller-SA; zwei Konfigurationen sequenziell, kein Workload-Deployment.	"[{""report"": ""implementation/namespace-broker.md"", ""summary"": ""Config-bound Helm fence and version/identity/prefix checks pass independent review. Real API server CEL/admission and installed legacy-policy migration not run.""}, {""report"": ""implementation/run6-coupled-root-review.md"", ""summary"": ""Originales natives Kubernetes 1.35.0 mit TokenRequest/TokenReview, tatsächlichem Controller-SA/RBAC und VAP: alternative Namespaces/Präfixe, erlaubtes CREATE201/DELETE200 und verweigerte Kontrollnamespace-Löschung422 samt unverändertem Kontrollobjekt; unabhängig und am integrierten Root-Stand erneut bestanden. Vollständiger gekoppelter CRD/CEL-/signierter Controller-Gate ebenfalls bestanden.""}]"	not evaluated in AP01; source for AP04
IFR-27-001	verifiziert		"[{""report"": ""implementation/pr6-private-access.md"", ""raw"": ""../evidence/pr6-infrastructure/access-native.txt"", ""summary"": ""Verpflichtende Backend-Authentifizierung mit echter Dateirotation und eng begrenzte namespaced Roles/RoleBindings implementiert. Reale HTTP-Prozesse prüfen fehlende/falsche/rotierte Tokens und Namespace-Ablehnung. Gerenderte RBAC- und Secret-Grenzen sowie bestehende Ops-Pod-Integration lokal geprüft; tatsächlicher SA-/Tailnet-Gate ist für den Auftraggeber vorbereitet.""}]"	not evaluated in AP01; source for AP04
IFR-05-001	verifiziert		"[{""report"": ""implementation/pr6-gitops-closure.md"", ""raw"": [""../evidence/pr6-gitops/local-tests.txt"", ""../evidence/pr6-gitops/bootstrap-test.txt"", ""../evidence/pr6-gitops/backup-regression.txt"", ""../evidence/pr6-gitops/lint.txt"", ""../evidence/pr6-gitops/shell-syntax.txt"", ""../evidence/pr6-gitops/versions.txt"", ""../evidence/pr6-gitops/chart-source-blobs.json""], ""summary"": ""27 lokale Tests ohne Skips bestanden: echte Git-/Helm-/Lua-Ausführung, gepinntes Argo-Chart mit gehashten Originaldateien; Release-/Ownership-/Secret-/Health-/PVC-Gates und Backupregression. Clusterantworten, DB-Kommandos und Release-Digests sind explizite Fixtures. Kein Argo-Controller oder Cluster gestartet.""}]"	not evaluated in AP01; source for AP04
IFR-11-001	verifiziert		"[{""report"": ""implementation/pr6-redis-durability.md"", ""raw"": ""../evidence/pr6-infrastructure/access-native.txt"", ""summary"": ""Realer Redis: verlorenes ACK, SIGKILL/Neustart, Retry ohne Duplikat und noeviction-Speichergrenze bestehen; Chart-/Imagebindung und Speicherupgrade noch unvollständig.""}, {""report"": ""implementation/pr6-stateful-upgrade-checkpoint.md"", ""raw"": ""../evidence/pr6-stateful-upgrades/pins.txt"", ""implementation_commit"": ""8d47764b7b276c783f312198d6987b9197e593e4"", ""summary"": ""Redis/PostgreSQL Chart-/OCI-/Imagehashes zentral gebunden; echte install/upgrade-Helm-Render und Versionsgenerator bestanden. Tatsächlicher StatefulSet/PVC-/Version-/Redis-AOF-Preflight vor Mutationen; großzügigere PostgreSQL-Budgets. Vollständige Daten-/Storage-/Cutovermigration bleibt offen.""}, {""report"": ""implementation/pr6-redis-migration-closure.md"", ""raw"": ""../evidence/pr6-redis-migration/"", ""summary"": ""Echte Redis-7.2.7-zu-8.10.1-RDB/AOF-Migration und AOF-Neustart erhalten Streams, Pending-Consumer und absolute Dedup-TTL; Original-Lua-Retry ohne Duplikat. Crash/OOM-Gate und vier gepinnte Helm-/PVC-Tests bestanden. Vollständige frische Release-/PVC-Cutover- und Rollbackprozedur dokumentiert.""}]"	not evaluated in AP01; source for AP04
IFR-12-001	verifiziert		"[{""report"": ""implementation/pr6-postgresql-recovery-checkpoint.md"", ""raw"": ""../evidence/pr6-postgresql-recovery/native-crypto.txt"", ""summary"": ""Separater vollständiger LiteLLM-Dump-/Restorevertrag mit konfigurierbarem RPO, atomarer Veröffentlichung, Checksum-/Credentialbindung und konservativen Zielprüfungen; tatsächlicher PG18.6-Dump/Restore auf zweitem Server mit 1012 Schema-Spalten, 217 Indizes, originaler Key-/Modellkonfiguration, SQL-Authentifizierung und unveränderter originaler LiteLLM-XSalsa20-/AES-GCM-Entschlüsselung. Zwei echte Helm-Renderfälle einschließlich abweichender Namen/Ports bestehen.""}]"	not evaluated in AP01; source for AP04
IFR-13-001	verifiziert		"[{""report"": ""implementation/pr6-qdrant-checkpoint.md"", ""raw"": ""../evidence/pr6-qdrant/local-tests.txt"", ""summary"": ""Qdrant 1.19.1: tatsächlicher nativer Prozess mit TLS/Auth, getrenntem Leseschlüssel, Original-Agent-Probe, Snapshot-Export/SHA256, SIGKILL und frischem Restore mit identischen Vektoren/Payloads/Suchresultaten; Korruption, bestehendes Ziel und altes rotiertes Token abgewiesen. Collection-Ownership und konservative Retention dokumentiert.""}]"	not evaluated in AP01; source for AP04
IFR-14-001	verifiziert		"[{""report"": ""implementation/rollout-health.md"", ""summary"": ""Actual Helm/config sensitivity passes; LiteLLM endpoints traced through digest-verified OCI metadata to exact original source1.101.0. Real Envoy peer rejection, LiteLLM process/DB-fault transitions and Prism cross-node active-write upgrade remain unexecuted. No deployment.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Configrenderer/Checksum und getrennte Healthendpunkte implementiert; lokale originale Render-Sensitivität und gepinnter Health-Quelltrace vorhanden.""}]"	not evaluated in AP01; source for AP04
IFR-15-001	verifiziert		"[{""report"": ""implementation/pr6-stateful-upgrade-checkpoint.md"", ""raw"": ""../evidence/pr6-stateful-upgrades/prism-native.txt"", ""summary"": ""Native PostgreSQL17.11/pgvector0.8.6: echte Rollen-/Migrationsausführung, Passwortwechsel ohne Änderung alter SCRAM-Verifier abgewiesen, alte INSERTs und readonly-Rechte bestätigt, Prozessfehler nach DB-Commit und echter Dump/Restore auf zweitem Server mit identischen Migrations-/Event-/Nonce-Daten und funktionsfähigen Rollen. Helm-/Secret-/Restoregrenzen und Credential-Übergang dokumentiert.""}]"	not evaluated in AP01; source for AP04
IFR-20-001	verifiziert		"[""implementation/prism-ingestion-resources.md"", ""../evidence/prism-ingestion-resources-root.txt"", {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Explizite Ressourcenangaben, Liveness und endliche Quarantänepolitik implementiert; echte Helm- und Originaldienst-Fehler-/Recoverytests vorhanden.""}]"	not evaluated in AP01; source for AP04
IFR-20-002	verifiziert		"[{""report"": ""implementation/rollout-health.md"", ""summary"": ""Actual Helm/config sensitivity passes; LiteLLM endpoints traced through digest-verified OCI metadata to exact original source1.101.0. Real Envoy peer rejection, LiteLLM process/DB-fault transitions and Prism cross-node active-write upgrade remain unexecuted. No deployment.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Singleton-Control verwendet Recreate; echte Helmprüfungen bestätigen Strategie und unveränderte übrige Workloads. Cross-Node-Upgrade ist späterer Betriebstest.""}]"	not evaluated in AP01; source for AP04
IFR-25-001	verifiziert		"[{""report"": ""implementation/readiness-independent-review.md"", ""summary"": ""Buster BuildKit-/Prism DB-Funktionsproben, getrennte Bootstrap/Liveness und abgebrochene/abgewartete Probe integriert und unabhängig lokal geprüft. Trust-sidecar/SDS-SVID-Funktionsprüfung und Alarmierung sowie native DB-/BuildKit-/Cluster-Abnahme bleiben offen.""}, {""report"": ""implementation/run7-envoy-root-review.md"", ""summary"": ""Echte Envoy1.39.0-Funktionsprüfung mit installierten gültigen/falschen/abgelaufenen SVIDs, Erholung, unveränderter Liveness und begrenztem stderr-Fehlerevent unabhängig und Root bestanden. SPIRE-gRPC/UDS-Attestation, zugestellter Operatoralarm sowie echte DB-/BuildKit-Ausfälle und native Pod-Probes bleiben offen; kein Deployment.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Funktionale begrenzte Dependency-/SVID-Prüfung und Fehlerereignis implementiert; Originalprozess-/HTTP-/Helmtests und echter lokaler Envoy-Zertifikatswechsel vorhanden. Betriebsalarmzustellung bleibt Live-Gate.""}]"	not evaluated in AP01; source for AP04
PCR-PREFLIGHT-001	verifiziert		"[{""report"": ""implementation/preflight-declarations.md"", ""summary"": ""Explizite vollständige FORGE-Deklaration statt Prosa/Basename. Originale 11 Runnerfälle, Build und unabhängige Gegenprüfung bestanden. Globale Compiler-Source-Integration separat unter T01 offen.""}]"	not evaluated in AP01; source for AP04
PCR-PREPORT-001	verifiziert		"[{""report"": ""implementation/report-identity.md"", ""summary"": ""Beide Originalplugins: tatsächliche Lease-Ausführung getrennt vom historischen Ziel; echte Core/Admin-Reopen/HTTP/Artefaktpfade unabhängig bestanden. Historische Faktenautorität unter T15 bleibt offen.""}]"	not evaluated in AP01; source for AP04
PCR-SCAFFOLD-001	verifiziert		"[{""report"": ""implementation/scaffold-regeneration.md"", ""summary"": ""Editable provider plan preservation independently verified with four genuine CLI tests, plus25 existing tests and typecheck. Further requested two-file publication probe reproduces first-file modification before second-file EISDIR; coherent publication/reader boundary and crash proof remain open.""}, {""report"": ""implementation/scaffold-publication.md"", ""summary"": ""Atomare Generation mit genau einem Commitpointer, ursprüngliche Pipeline-/Lintreader, EISDIR, echter SIGKILL, explizite Recovery und konkurrierende Publikation unabhängig geprüft; fixer Commit 055ed19 besteht Original-Scaffoldsuiten.""}]"	not evaluated in AP01; source for AP04
T01-F01	verifiziert		"[""docs/review/remediation/implementation/project-source-v2.md"", ""docs/review/evidence/integration-eb1d7cc/manifest.json"", ""docs/review/remediation/implementation/wave47-project-cli-independent-review.md"", ""docs/review/evidence/wave47-scaffold-root-integrated.txt"", ""docs/review/remediation/resume/root-checkpoint.md""]"	not evaluated in AP01; source for AP04
T01-F02	verifiziert		"[""docs/review/remediation/implementation/project-source-v2.md"", ""docs/review/evidence/integration-eb1d7cc/manifest.json"", {""report"": ""implementation/run6-coupled-root-review.md"", ""summary"": ""Gekoppelte Product-/Controller-/Chart-Implementierung nach unabhängiger Prüfung und echten nativen CRD/CEL/CAS-/signierten Controller-Tests integriert; Root wiederholt Native, Product21(17verschiedene), Chart6 und Typprüfung erfolgreich. Echte Anwendung/Tailnet/Empfängerzustellung und menschliche Gesamtacceptance bleiben offen.""}, {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Vollständige Source-/Modul-/Finalgate-/Produktkomposition implementiert; Compiler-, Originalconsumer-, Product-/Controller-/Chart- und lokale APIprüfungen vorhanden.""}]"	not evaluated in AP01; source for AP04
T15-F01	verifiziert		"[""implementation/report-evidence.md"", ""../evidence/integration-f10ad7a/README.md"", {""report"": ""implementation/pr6-local-acceptance.md"", ""summary"": ""Autoritativer run-/source-/attemptgebundener Reportreader und Consumer implementiert; echte Git-/Core-/Store-/HTTP- und Negativtests vorhanden. Modelltext bleibt ausdrücklich Entwurf.""}]"	not evaluated in AP01; source for AP04
