id	file	line	scope	pattern	expression	current_authority_source	classification	canonical_owner	proposed_action	behavior_change	test_or_contract_coverage	review_status
FB-02433	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	178	applyWaitEventToReadModels	pipe_pipe	decision_by: waitEntry.decision_by || gateEntry.decision_by || null,	applyWaitEventToReadModels	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02434	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	179	applyWaitEventToReadModels	pipe_pipe	decision_via: waitEntry.decision_via || gateEntry.decision_via || null,	applyWaitEventToReadModels	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02435	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	181	applyWaitEventToReadModels	nullish	? (gateEntry.continued ?? derived.continued)	applyWaitEventToReadModels	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02436	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	182	top_level_or_unknown	nullish	: (gateEntry.continued ?? null),	top_level_or_unknown	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02437	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	183	top_level_or_unknown	pipe_pipe	reason: gateEntry.reason || null,	typed error/detail state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02438	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	184	top_level_or_unknown	pipe_pipe	close_reason: waitEntry.close_reason || null,	top_level_or_unknown	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02439	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	194	applyResumeSignalToReadModels	pipe_pipe	const currentSignal = next.signals?.by_ref?.[signalRef] || {};	applyResumeSignalToReadModels	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02440	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	198	applyResumeSignalToReadModels	pipe_pipe	wait_ref: event.refs?.wait_ref || currentSignal.wait_ref || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02441	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	199	applyResumeSignalToReadModels	pipe_pipe	gate_id: event.refs?.gate_id || currentSignal.gate_id || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02442	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	200	applyResumeSignalToReadModels	pipe_pipe	gate_type: event.refs?.gate_type || currentSignal.gate_type || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02443	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	201	applyResumeSignalToReadModels	pipe_pipe	gate_evaluation_ref: event.refs?.gate_evaluation_ref || currentSignal.gate_evaluation_ref || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02444	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	202	applyResumeSignalToReadModels	pipe_pipe	signal_kind: event.data?.signal_kind || event.refs?.signal_kind || currentSignal.signal_kind || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02445	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	203	applyResumeSignalToReadModels	pipe_pipe	received_via: event.data?.received_via || currentSignal.received_via || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02446	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	204	applyResumeSignalToReadModels	pipe_pipe	decision_by: event.data?.decision_by || currentSignal.decision_by || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02447	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	205	applyResumeSignalToReadModels	pipe_pipe	reason: event.data?.reason || currentSignal.reason || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02448	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	206	applyResumeSignalToReadModels	nullish	continued: event.data?.continued ?? currentSignal.continued ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02449	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	207	applyResumeSignalToReadModels	nullish	source_message_ref: event.data?.source_message_ref ?? currentSignal.source_message_ref ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02450	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	230	applyResumeSignalToReadModels	pipe_pipe	wait_ref: event.refs?.wait_ref || gateEntry.wait_ref || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02451	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	231	applyResumeSignalToReadModels	pipe_pipe	status: derived.status || gateEntry.status || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02452	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	232	applyResumeSignalToReadModels	pipe_pipe	scheduler_consumed: gateEntry.scheduler_consumed === true || derived.scheduler_consumed === true,	applyResumeSignalToReadModels	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02453	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	236	applyResumeSignalToReadModels	pipe_pipe	decision_by: signalEntry.decision_by || gateEntry.decision_by || null,	applyResumeSignalToReadModels	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02454	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	237	applyResumeSignalToReadModels	pipe_pipe	decision_via: signalEntry.received_via || gateEntry.decision_via || null,	applyResumeSignalToReadModels	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02455	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	238	applyResumeSignalToReadModels	nullish	continued: signalEntry.continued ?? derived.continued ?? gateEntry.continued ?? null,	applyResumeSignalToReadModels	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02456	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	239	applyResumeSignalToReadModels	pipe_pipe	reason: signalEntry.reason || gateEntry.reason || null,	typed error/detail state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02457	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	251	applyCooldownEventToReadModels	pipe_pipe	const existing = collection[key] || {};	applyCooldownEventToReadModels	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02458	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	256	applyCooldownEventToReadModels	pipe_pipe	target_ref: event.refs?.primary_ref?.id || existing.target_ref || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02459	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	257	applyCooldownEventToReadModels	pipe_pipe	run_id: event.refs?.run_id || existing.run_id || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02460	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	258	applyCooldownEventToReadModels	pipe_pipe	module_id: event.refs?.module_id || existing.module_id || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02461	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	259	applyCooldownEventToReadModels	pipe_pipe	gate_id: event.refs?.gate_id || existing.gate_id || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02462	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	260	applyCooldownEventToReadModels	pipe_pipe	gate_type: event.refs?.gate_type || existing.gate_type || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02463	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	261	applyCooldownEventToReadModels	nullish	attempt: event.refs?.attempt ?? existing.attempt ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02464	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	262	applyCooldownEventToReadModels	nullish	pause_count: event.data?.pause_count ?? existing.pause_count ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02465	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	263	applyCooldownEventToReadModels	nullish	max_pauses: event.data?.max_pauses ?? existing.max_pauses ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02466	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	264	applyCooldownEventToReadModels	nullish	cooldown_hours: event.data?.cooldown_hours ?? existing.cooldown_hours ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02467	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	265	applyCooldownEventToReadModels	nullish	cooldown_ms: event.data?.cooldown_ms ?? existing.cooldown_ms ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02468	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	266	applyCooldownEventToReadModels	pipe_pipe	cooldown_source: event.data?.cooldown_source || existing.cooldown_source || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02469	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	267	applyCooldownEventToReadModels	pipe_pipe	cooldown_source_detail: event.data?.cooldown_source_detail || existing.cooldown_source_detail || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02470	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	268	applyCooldownEventToReadModels	nullish	cooldown_buffer_ms: event.data?.cooldown_buffer_ms ?? existing.cooldown_buffer_ms ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02471	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	269	applyCooldownEventToReadModels	nullish	retry_after_seconds: event.data?.retry_after_seconds ?? existing.retry_after_seconds ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02472	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	270	applyCooldownEventToReadModels	pipe_pipe	resume_at: event.data?.resume_at || existing.resume_at || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02473	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	271	applyCooldownEventToReadModels	pipe_pipe	detail: event.data?.detail || existing.detail || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02474	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	272	applyCooldownEventToReadModels	pipe_pipe	agent_type: event.data?.agent_type || existing.agent_type || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02475	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	273	applyCooldownEventToReadModels	nullish	dispatch_id: event.data?.dispatch_id ?? event.refs?.dispatch_id ?? existing.dispatch_id ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02476	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	274	applyCooldownEventToReadModels	nullish	gateway_label: event.data?.gateway_label ?? event.refs?.gateway_label ?? existing.gateway_label ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02477	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	275	applyCooldownEventToReadModels	nullish	session_key: event.data?.session_key ?? event.refs?.session_key ?? existing.session_key ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02478	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	276	applyCooldownEventToReadModels	nullish	commit_hash: event.data?.commit_hash ?? existing.commit_hash ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02479	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	289	applyCooldownEventToReadModels	pipe_pipe	scope: existing.scope || (isModule ? 'module' : 'gate'),	applyCooldownEventToReadModels	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02480	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	290	applyCooldownEventToReadModels	pipe_pipe	target_ref: existing.target_ref || event.refs?.primary_ref?.id || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02481	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	291	applyCooldownEventToReadModels	pipe_pipe	run_id: existing.run_id || event.refs?.run_id || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02482	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	292	applyCooldownEventToReadModels	pipe_pipe	module_id: existing.module_id || event.refs?.module_id || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02483	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	293	applyCooldownEventToReadModels	pipe_pipe	gate_id: existing.gate_id || event.refs?.gate_id || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02484	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	294	applyCooldownEventToReadModels	pipe_pipe	gate_type: existing.gate_type || event.refs?.gate_type || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02485	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	295	applyCooldownEventToReadModels	nullish	attempt: existing.attempt ?? event.refs?.attempt ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02486	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	296	applyCooldownEventToReadModels	nullish	pause_count: event.data?.pause_count ?? existing.pause_count ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02487	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	297	applyCooldownEventToReadModels	nullish	max_pauses: event.data?.max_pauses ?? existing.max_pauses ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02488	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	298	applyCooldownEventToReadModels	nullish	cooldown_hours: existing.cooldown_hours ?? null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02489	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	299	applyCooldownEventToReadModels	nullish	cooldown_ms: existing.cooldown_ms ?? null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02490	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	300	applyCooldownEventToReadModels	pipe_pipe	cooldown_source: existing.cooldown_source || null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02491	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	301	applyCooldownEventToReadModels	pipe_pipe	cooldown_source_detail: existing.cooldown_source_detail || null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02492	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	302	applyCooldownEventToReadModels	nullish	cooldown_buffer_ms: existing.cooldown_buffer_ms ?? null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02493	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	303	applyCooldownEventToReadModels	nullish	retry_after_seconds: existing.retry_after_seconds ?? null,	configuration or policy value	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02494	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	304	applyCooldownEventToReadModels	pipe_pipe	resume_at: existing.resume_at || null,	applyCooldownEventToReadModels	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02495	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	305	applyCooldownEventToReadModels	pipe_pipe	detail: event.data?.detail || existing.detail || null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02496	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	306	applyCooldownEventToReadModels	pipe_pipe	agent_type: existing.agent_type || null,	applyCooldownEventToReadModels	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02497	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	307	applyCooldownEventToReadModels	nullish	dispatch_id: existing.dispatch_id ?? event.refs?.dispatch_id ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02498	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	308	applyCooldownEventToReadModels	nullish	gateway_label: existing.gateway_label ?? event.refs?.gateway_label ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02499	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	309	applyCooldownEventToReadModels	nullish	session_key: existing.session_key ?? event.refs?.session_key ?? null,	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02500	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	310	applyCooldownEventToReadModels	nullish	commit_hash: existing.commit_hash ?? null,	applyCooldownEventToReadModels	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02501	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	313	applyCooldownEventToReadModels	pipe_pipe	completed_at: event.data?.resumed_at || event.occurred_at,	lifecycle/read-model state	fail_typed_required_authority_if_missing	runtime authority boundary	Treat as required authority until proven optional; validate at boundary and fail typed if missing.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02502	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	320	applyLifecycleEventToReadModels	pipe_pipe	const next = cloneSerializable(readModels) || createDefaultLifecycleReadModels({ _runId: event?.refs?.run_id || null });	lifecycle/read-model state	model_optional_absence_explicitly	schema optionality owner	Keep only if absence is part of the schema; otherwise validate required authority before this point.	absence_representation_may_change	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02503	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	323	applyLifecycleEventToReadModels	pipe_pipe	next.event_count = Number(next.event_count || 0) + 1;	applyLifecycleEventToReadModels	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02504	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	344	applyLifecycleEventToReadModels	pipe_pipe	...(next.pipeline || {}),	applyLifecycleEventToReadModels	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02505	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	356	applyLifecycleEventToReadModels	pipe_pipe	...(next.pipeline || {}),	applyLifecycleEventToReadModels	move_local_default_to_config_normalization_or_fail	config/schema normalization or authority boundary	Remove local default; either config-normalize the product default or fail typed for missing authority.	possible_louder_failure	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
FB-02506	skills/nova/pipeline/services/status-store-lifecycle/projections.ts	371	applyLifecycleEventToReadModels	pipe_pipe	if (event.type === 'wait.opened' || event.type === 'wait.closed') {	lifecycle/read-model state	keep_pure_boolean_predicate	predicate owner	Keep if review confirms this is only a predicate and does not select replacement authority.	none_expected	focused_tests_plus_fallback_freeze_contract	classified_pending_human_review
